Transaction ID,Posting Date,Effective Date,Transaction Type,Amount,Check Number,Reference Number,Description,Transaction Category,Type,Balance,Memo,Extended Description
,3/29/2023,,Debit,-50,,55707280,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,52.88,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,3/28/2023,,Debit,-4.79,,55647334,Starbucks,Restaurants & Dining,Debit Card,102.88,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,3/27/2023,,Debit,-18.05,,55647335,Wendy's,Restaurants & Dining,Debit Card,107.67,,POS Card purchase WENDY'S 8028 5814 565 WALTON BLVD LAS CRUCES NM
,3/27/2023,,Debit,-12.65,,55582855,Whataburger,Restaurants & Dining,Debit Card,125.72,,Debit Card purchase WHATABURGER 785 5814 LAS CRUCES NM
,3/26/2023,,Debit,-14.6,,55547311,Blake's Lotaburger,Restaurants & Dining,Debit Card,138.37,,Debit Card purchase BLAKE S LOTABURGER - 028 5814 LAS CRUCES NM
,3/26/2023,,Debit,-28.53,,55547310,Dave & Buster's,Restaurants & Dining,Debit Card,152.97,,Debit Card purchase DAVE & BUSTER'S #92 5812 EL PASO TX
,3/25/2023,,Debit,-31.23,,55547308,Supercuts,Personal Care & Fitness,Debit Card,181.5,,Debit Card purchase SUPERCUTS 7298 LAS CRUCES NM
,3/25/2023,,Credit,196.5,,55547309,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY,Transfers,,212.73,,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY
,3/22/2023,,Debit,-16.31,,55365434,Amazon,Shopping,,16.23,,Bill payment Withdrawal AMAZON PRIME*H73G424E1 5968 AMZN.COM/BILL WA
,3/21/2023,,Credit,23,,55365435,ATM Deposit CU ANYTIME XX 1715 EAST UNIVERSITY LAS CRUCES NM,Deposits,,32.54,,ATM Deposit CU ANYTIME 6011 1715 EAST UNIVERSITY LAS CRUCES NM
,3/19/2023,,Debit,-7.44,,55312668,Caliche's Frozen Custard,Restaurants & Dining,Debit Card,9.54,,Debit Card purchase CALICHES FROZEN CUSTARD - 5812 LAS CRUCES NM
,3/19/2023,,Debit,-17.29,,55312667,Corner Bakery Cafe,Restaurants & Dining,Debit Card,16.98,,Debit Card purchase CORNER BAKERY CAFE 1565 5812 LAS CRUCES NM
,3/18/2023,,Debit,-14.02,,55162438,Lowe's,Home Supplies,Debit Card,34.27,,Debit Card purchase LOWES #01158* 5200 LAS CRUCES NM
,3/18/2023,,Debit,-63.14,,55162437,Amazon,Shopping,Debit Card,48.29,,POS Card purchase AMAZON.COM*HC7XE2UU0 4816 SEATTLE WA
,3/17/2023,,Debit,-13.29,,55162436,Wendy's,Restaurants & Dining,Debit Card,111.43,,POS Card purchase WENDY'S 8028 5814 565 WALTON BLVD LAS CRUCES NM
,3/17/2023,,Debit,-10.82,,55162435,Planet Fitness,Personal Care & Fitness,,124.72,,ACH Withdrawal COMPANY: PLANET FIT ENTRY: CLUB FEES 575-522-7867 ISAIAH MALCOM
,3/17/2023,,Debit,-30.21,,55162434,Speedway,Gasoline/Fuel,Debit Card,135.54,,Debit Card purchase SPEEDWAY 09128 1685 E. UN 5542 LAS CRUCES NM
,3/16/2023,,Credit,150,,55042592,Cash Deposit,Deposits,Deposit,165.75,,Cash Deposit
,3/13/2023,,Debit,-6.58,,54901411,Speedway,Gasoline/Fuel,Debit Card,15.75,,Debit Card purchase SPEEDWAY 09128 1685 E. UN 5541 LAS CRUCES NM
,3/13/2023,,Debit,-6.52,,54901409,Amazon Digital Services,Entertainment,Debit Card,22.33,,Debit Card purchase AMAZON DIGIT*HG3E22XU1 5818 888-802-3080 WA
,3/13/2023,,Debit,-10.87,,54901410,PRIME VIDEO*HG6NL7A22 XX-3080 WA,Entertainment,Debit Card,28.85,,Debit Card purchase PRIME VIDEO*HG6NL7A22 5818 888-802-3080 WA
,3/12/2023,,Debit,-55.77,,54836158,Walmart,Shopping,Debit Card,39.72,,POS Card purchase WM SUPERCENTER #806 5411 WAL-MART SUPER CENTER LAS CRUCES NM
,3/12/2023,,Debit,-12.5,,54836157,McDonald's,Restaurants & Dining,Debit Card,95.49,,Debit Card purchase MCDONALD'S F20533 5814 LAS CRUCES NM
,3/12/2023,,Debit,-35,,54836160,PARKING & ID SERVICES XX4835 NM,Travel & Commute,Debit Card,107.99,,Debit Card purchase PARKING & ID SERVICES 8220 5756464835 NM
,3/11/2023,,Debit,-50.33,,54836159,TST* BOSQUE BREWING COMPA 5813 LAS CRUCES NM,Restaurants & Dining,Debit Card,142.99,,Debit Card purchase TST* BOSQUE BREWING COMPA 5813 LAS CRUCES NM
,3/11/2023,,Debit,-11.26,,54797291,McDonald's,Restaurants & Dining,Debit Card,193.32,,Debit Card purchase MCDONALD'S F20533 5814 LAS CRUCES NM
,3/10/2023,,Debit,-10.66,,54775090,YouTube Music,Entertainment,Debit Card,204.58,,Debit Card purchase GOOGLE *YOUTUBE MUSIC 7829 G.CO/HELPPAY# CA
,3/10/2023,,Debit,-22.56,,54775091,CCSU FOOD CT 5814 LAS CRUCES NM,Groceries,Debit Card,215.24,,Debit Card purchase CCSU FOOD CT 5814 LAS CRUCES NM
,3/9/2023,,Debit,-2.34,,54680147,CCSU FOOD CT 5814 LAS CRUCES NM,Groceries,Debit Card,237.8,,Debit Card purchase CCSU FOOD CT 5814 LAS CRUCES NM
,3/8/2023,,Credit,200,,54651533,Cash Deposit,Deposits,Deposit,240.14,,Cash Deposit
,3/8/2023,,Credit,40.14,,54618984,Online banking Deposit Transfer from S0000,Transfers,Transfer,40.14,,Online banking Deposit Transfer from S0000
,3/6/2023,,Debit,-15.49,,54556360,Netflix,Entertainment,,0,,Bill payment Withdrawal NETFLIX COM 4899 LOS GATOS CA
,3/6/2023,,Credit,9.86,,54556356,Deposit Transfer from SXX00 - Overdraft Transfer,Transfers,Transfer,15.49,,Deposit Transfer from S0000 - Overdraft Transfer
,3/6/2023,,Debit,-19.99,,54556359,Payment to Comcast,Cable & Satellite,,5.63,,Bill payment Withdrawal COMCAST CABLE COMM 4899 800-COMCAST CO
,3/5/2023,,Debit,-21.19,,54556358,Urban Cafe,Restaurants & Dining,Debit Card,25.62,,Debit Card purchase URBAN CAFE 5812 LAS CRUCES NM
,3/5/2023,,Debit,-21.47,,54556357,MCW#x386-LUJAN 7542 LAS CRUCES NM,Restaurants & Dining,Debit Card,46.81,,Debit Card purchase MCW#0386-LUJAN 7542 LAS CRUCES NM
,3/2/2023,,Credit,50,,54323480,Online banking Deposit Transfer from S0000,Transfers,Transfer,68.28,,Online banking Deposit Transfer from S0000
,2/28/2023,,Debit,-13.63,,54218022,Amazon,Shopping,Debit Card,18.28,,POS Card purchase AMAZON.COM*HD2AD8VK2 5942 SEATTLE WA
,2/28/2023,,Debit,-37.84,,54218020,Target,Shopping,Debit Card,31.91,,Debit Card purchase TARGET 00007690 5310 LAS CRUCES NM
,2/27/2023,,Debit,-11.67,,54218021,Wendy's,Restaurants & Dining,Debit Card,69.75,,POS Card purchase WENDY'S 8028 5814 565 WALTON BLVD LAS CRUCES NM
,2/26/2023,,Debit,-20.2,,54114230,SQ *LOS CORRALES MEXICAN 5814 LAS CRUCES NM,Restaurants & Dining,Debit Card,81.42,,Debit Card purchase SQ *LOS CORRALES MEXICAN 5814 LAS CRUCES NM
,2/26/2023,,Debit,-26.88,,54114229,Dion's,Restaurants & Dining,Debit Card,101.62,,Debit Card purchase DIONS 12 5814 LAS CRUCES NM
,2/25/2023,,Debit,-20.19,,54017312,Taco Bell,Restaurants & Dining,Debit Card,128.5,,Debit Card purchase TACO BELL 001600167551 5814 LAS CRUCES NM
,2/25/2023,,Debit,-16.31,,54017311,Amazon,Shopping,,148.69,,Bill payment Withdrawal AMAZON PRIME*HP03F82X2 5968 AMZN.COM/BILL WA
,2/25/2023,,Debit,-22.71,,54017313,Amazon,Shopping,Debit Card,165,,POS Card purchase AMAZON.COM*HP4GZ8I31 4816 SEATTLE WA
,2/25/2023,,Debit,-12.65,,54017310,Whataburger,Restaurants & Dining,Debit Card,187.71,,Debit Card purchase WHATABURGER 581 5814 LAS CRUCES NM
,2/23/2023,,Credit,196.5,,53923901,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY,Transfers,,200.36,,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY
,2/17/2023,,Debit,-5.98,,53687908,Sprouts Farmers Market,Groceries,Debit Card,3.86,,Debit Card purchase SPROUTS FARMERS MAR 5411 LAS CRUCES NM
,2/17/2023,,Debit,-10.82,,53687909,Planet Fitness,Personal Care & Fitness,,9.84,,ACH Withdrawal COMPANY: PLANET FIT ENTRY: CLUB FEES 575-522-7867 ISAIAH MALCOM
,2/13/2023,,Debit,-164.88,,53443760,Kelly Liquors,Groceries,Debit Card,20.66,,Debit Card purchase KELLY LIQUORS 5921 LAS CRUCES NM
,2/13/2023,,Debit,-6.52,,53403804,Amazon Digital Services,Entertainment,Debit Card,185.54,,Debit Card purchase AMAZON DIGIT*HE7OB6OX1 5818 888-802-3080 WA
,2/13/2023,,Debit,-10.87,,53403805,PRIME VIDEO*HE57I1Q90 XX-3080 WA,Entertainment,Debit Card,192.06,,Debit Card purchase PRIME VIDEO*HE57I1Q90 5818 888-802-3080 WA
,2/13/2023,,Debit,-41.23,,53403803,Target,Shopping,Debit Card,202.93,,Debit Card purchase TARGET 00007690 5310 LAS CRUCES NM
,2/12/2023,,Debit,-13.34,,53359762,Walmart,Shopping,Debit Card,244.16,,POS Card purchase WM SUPERCENTER #806 5411 WAL-MART SUPER CENTER LAS CRUCES NM
,2/12/2023,,Debit,-6.66,,53359765,TST* ICEBOX BREWING COMPA 5813 LAS CRUCES NM,Restaurants & Dining,Debit Card,257.5,,Debit Card purchase TST* ICEBOX BREWING COMPA 5813 LAS CRUCES NM
,2/12/2023,,Debit,-2,,53359764,CSC SERVICEWORK 5814 LAS CRUCES NM,Online Services,Debit Card,264.16,,Debit Card purchase CSC SERVICEWORK 5814 LAS CRUCES NM
,2/11/2023,,Credit,245.63,,53359763,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY,Transfers,,266.16,,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY
,2/11/2023,,Debit,-56.42,,53307693,The Home Depot,Home Supplies,Debit Card,20.53,,POS Card purchase THE HOME DEPOT #3505 5200 225 TELSHORE BLVD LAS CRUCES NM
,2/10/2023,,Debit,-10.66,,53276018,YouTube Music,Entertainment,Debit Card,76.95,,Debit Card purchase GOOGLE *YOUTUBE MUSIC 7829 G.CO/HELPPAY# CA
,2/8/2023,,Debit,-28.84,,53193784,Circle K,Groceries,Debit Card,87.61,,POS Card purchase CIRCLE K # 41289 5542 LAS CRUCES NM
,2/6/2023,,Debit,-30,,53078149,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,116.45,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,2/6/2023,,Debit,-15.49,,53078121,Netflix,Entertainment,,146.45,,Bill payment Withdrawal NETFLIX.COM 4899 NETFLIX.COM CA
,2/6/2023,,Debit,-19.99,,53078123,Payment to Comcast,Cable & Satellite,,161.94,,Bill payment Withdrawal COMCAST CABLE COMM 4899 800-COMCAST CO
,2/5/2023,,Debit,-11.35,,53078122,Kelly Liquors,Groceries,Debit Card,181.93,,Debit Card purchase KELLY LIQUORS 5921 LAS CRUCES NM
,2/3/2023,,Debit,-3,,52982548,Smarty Plus,Online Services,Debit Card,193.28,,Debit Card purchase SMARTYCASHBACK.COM 7278 310-5934557 CA
,2/2/2023,,Debit,-37.87,,52982547,AKTIVLEARNINGPLATFORM 8299 HTTPSAKTIV.CO NY,Clothing,Debit Card,196.28,,Debit Card purchase AKTIVLEARNINGPLATFORM 8299 HTTPSAKTIV.CO NY
,2/2/2023,,Credit,150.12,,52871025,Online banking Deposit Transfer from S0000,Deposits,Transfer,234.15,,Online banking Deposit Transfer from S0000
,2/2/2023,,Debit,-8.53,,52870989,"Ellation, Inc",Entertainment,,84.03,,Bill payment Withdrawal GOOGLE *ELLATION 5816 855-836-3987 CA
,2/1/2023,,Debit,-10.81,,52826525,Whataburger,Restaurants & Dining,Debit Card,92.56,,Debit Card purchase WHATABURGER 465 5814 LAS CRUCES NM
,1/31/2023,,Debit,-83.55,,52745965,Nm Motor Vehicles,Automotive Expenses,Debit Card,103.37,,Debit Card purchase PMT*NM MOTOR VEHICLES 9399 877-818-4323 NM
,1/30/2023,,Debit,-42.81,,52715172,Walmart,Shopping,Debit Card,186.92,,POS Card purchase WAL-MART SUPER CENTER 5411 0806 WAL-SAMS LAS CRUCES NM
,1/30/2023,,Credit,50,,52672464,Online banking Deposit Transfer from S0000,Deposits,Transfer,229.73,,Online banking Deposit Transfer from S0000
,1/30/2023,,Debit,-15.12,,52672450,Marshalls,Shopping,Debit Card,179.73,,POS Card purchase MARSHALLS #802 5310 3050 E LOHMAN AVE STE D LAS CRUCES NM
,1/30/2023,,Debit,-2.64,,52672449,Walmart,Shopping,Debit Card,194.85,,POS Card purchase WAL-MART #0806 5411 571 WALTON BLVD LAS CRUCES NM
,1/30/2023,,Debit,-16.13,,52672448,Walmart,Shopping,Debit Card,197.49,,POS Card purchase WAL-MART SUPER CENTER 5411 0806 WAL-SAMS LAS CRUCES NM
,1/30/2023,,Credit,75,,52663268,ATM Deposit CU ANYTIME XX 1715 EAST UNIVERSITY LAS CRUCES NM,Deposits,,213.62,,ATM Deposit CU ANYTIME 6011 1715 EAST UNIVERSITY LAS CRUCES NM
,1/30/2023,,Debit,-6.19,,52651619,Lowe's,Home Supplies,Debit Card,138.62,,Debit Card purchase LOWE'S #58 5411 LAS CRUCES NM
,1/29/2023,,Debit,-42.43,,52651618,Sprouts Farmers Market,Groceries,Debit Card,144.81,,Debit Card purchase SPROUTS FARMERS MAR 5411 LAS CRUCES NM
,1/29/2023,,Debit,-21.93,,52611965,Starbucks,Restaurants & Dining,Debit Card,187.24,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,1/29/2023,,Debit,-30.21,,52611967,Speedway,Gasoline/Fuel,Debit Card,209.17,,Debit Card purchase SPEEDWAY 09128 1685 E. UN 5542 LAS CRUCES NM
,1/28/2023,,Debit,-245.54,,52611966,AMZN MKTP US*849YU4D93 5942 AMZN.COM/BILL WA,Shopping,Debit Card,239.38,,Debit Card purchase AMZN MKTP US*849YU4D93 5942 AMZN.COM/BILL WA
,1/28/2023,,Debit,-90.91,,52578808,Walmart,Shopping,Debit Card,484.92,,POS Card purchase WAL-MART SUPER CENTER 5411 0806 WAL-SAMS LAS CRUCES NM
,1/28/2023,,Debit,-40,,52575588,ATM Withdrawal CU ANYTIME XX 1715 EAST UNIVERSITY LAS CRUCES NM,ATM/Cash Withdrawals,Debit Card,575.83,,ATM Withdrawal CU ANYTIME 6011 1715 EAST UNIVERSITY LAS CRUCES NM
,1/27/2023,,Debit,-19.8,,52575587,CCSU FOOD CT 5814 LAS CRUCES NM,Groceries,Debit Card,615.83,,Debit Card purchase CCSU FOOD CT 5814 LAS CRUCES NM
,1/24/2023,,Debit,-13.42,,52356661,Panda Express,Restaurants & Dining,Debit Card,635.63,,Debit Card purchase PANDA EXPRESS #2206 5814 LAS CRUCES NM
,1/23/2023,,Debit,-15.25,,52356662,Nmsu Bookstore,Hobbies,Debit Card,649.05,,Debit Card purchase NMSU BOOKSTORE #2218 5942 800-3815151 IL
,1/22/2023,,Debit,-50.74,,52291254,Nmsu Bookstore,Hobbies,Debit Card,664.3,,Debit Card purchase NMSU BOOKSTORE #2218 5942 800-3815151 IL
,1/22/2023,,Debit,-16.72,,52291253,Raising Cane's,Restaurants & Dining,Debit Card,715.04,,Debit Card purchase RAISING CANE'S #340 5814 LAS CRUCES NM
,1/22/2023,,Debit,-16.31,,52241755,Amazon,Shopping,,731.76,,Bill payment Withdrawal AMAZON PRIME*XK5FU7J23 5968 AMZN.COM/BILL WA
,1/21/2023,,Debit,-23.62,,52225851,TST* MATTEOS MEXICAN FOO 5812 LAS CRUCES NM,Restaurants & Dining,Debit Card,748.07,,Debit Card purchase TST* MATTEOS MEXICAN FOO 5812 LAS CRUCES NM
,1/20/2023,,Debit,-26.23,,52171062,Supercuts,Personal Care & Fitness,Debit Card,771.69,,Debit Card purchase SUPERCUTS WALTON 7230 LAS CRUCES NM
,1/20/2023,,Debit,-54.08,,52171065,GNC,Healthcare & Pharmacy,Debit Card,797.92,,Debit Card purchase GNC 5499 LAS CRUCES NM
,1/20/2023,,Debit,-65.02,,52171061,JCPenney,Clothing,Debit Card,852,,Debit Card purchase JCPENNEY 2093 5311 LAS CRUCES NM
,1/20/2023,,Debit,-10.04,,52171064,Alamo Drafthouse,Entertainment,Debit Card,917.02,,Debit Card purchase ALAMO DRAFTHOUSE MONTECIL 7832 EL PASO TX
,1/20/2023,,Debit,-21.47,,52171063,MCW#x386-LUJAN 7542 LAS CRUCES NM,Other Expenses,Debit Card,927.06,,Debit Card purchase MCW#0386-LUJAN 7542 LAS CRUCES NM
,1/19/2023,,Credit,158,,52135672,Online banking Deposit Transfer from S0000,Deposits,Transfer,948.53,,Online banking Deposit Transfer from S0000
,1/19/2023,,Debit,-19.29,,52134522,Taqueria El Cometa,Restaurants & Dining,Debit Card,790.53,,Debit Card purchase TAQUERIA EL COMETA 5812 EL PASO TX
,1/19/2023,,Debit,-12.65,,52125523,Whataburger,Restaurants & Dining,Debit Card,809.82,,Debit Card purchase WHATABURGER 785 5814 LAS CRUCES NM
,1/18/2023,,Credit,100,,52090760,Online banking Deposit Transfer from S0000,Deposits,Transfer,822.47,,Online banking Deposit Transfer from S0000
,1/17/2023,,Debit,-10.82,,52023770,Planet Fitness,Personal Care & Fitness,,722.47,,ACH Withdrawal COMPANY: PLANET FIT ENTRY: CLUB FEES 575-522-7867 ISAIAH MALCOM
,1/16/2023,,Credit,634,,52023769,ATM Deposit CU ANYTIME XX 1715 EAST UNIVERSITY LAS CRUCES NM,Deposits,,733.29,,ATM Deposit CU ANYTIME 6011 1715 EAST UNIVERSITY LAS CRUCES NM
,1/16/2023,,Debit,-4.04,,51945903,Steamgames,Entertainment,Debit Card,99.29,,Debit Card purchase STEAMGAMES.COM 4259522985 5816 425-8899642 WA
,1/15/2023,,Debit,-12.21,,51945902,Wendy's,Restaurants & Dining,Debit Card,103.33,,POS Card purchase WENDY'S 8028 5814 565 WALTON BLVD LAS CRUCES NM
,1/13/2023,,Debit,-46.66,,51945901,Sam's Club,Shopping,Debit Card,115.54,,POS Card purchase SAMSCLUB #4784 5411 2711 NORTH TELSHORE BLV LAS CRUCES NM
,1/13/2023,,Credit,120,,51945900,ATM Deposit CU ANYTIME XX 1715 EAST UNIVERSITY LAS CRUCES NM,Deposits,,162.2,,ATM Deposit CU ANYTIME 6011 1715 EAST UNIVERSITY LAS CRUCES NM
,1/13/2023,,Debit,-150,,51844947,Online banking Withdrawal Transfer to S0000,Transfers,Transfer,42.2,,Online banking Withdrawal Transfer to S0000
,1/13/2023,,Debit,-126.96,,51844276,Amazon,Shopping,Debit Card,192.2,,Debit Card purchase AMZN RENTAL PURCHASE 5942 AMZN.COM/BILL WA
,1/13/2023,,Credit,200,,51844274,Deposit Transfer from SXX00 - Overdraft Transfer,Transfers,Transfer,319.16,,Deposit Transfer from S0000 - Overdraft Transfer
,1/13/2023,,Debit,-10.87,,51844275,Amazon Digital Services,Entertainment,Debit Card,119.16,,Debit Card purchase AMZN DIGITAL*JQ94J7U93 88 5818 888-802-3080 WA
,1/13/2023,,Debit,-157.48,,51844273,Walmart,Shopping,Debit Card,130.03,,Debit Card purchase WAL-MART #0806 5411 LAS CRUCES NM
,1/13/2023,,Debit,-6.52,,51844272,Amazon Digital Services,Entertainment,Debit Card,287.51,,Debit Card purchase AMAZON DIGIT*QI7R967L3 5818 888-802-3080 WA
,1/12/2023,,Debit,-25.09,,51800947,Phillips 66,Gasoline/Fuel,Debit Card,294.03,,Debit Card purchase PHILLIPS 66 - KEWA GAS 1 5542 SANTO DOMINGO NM
,1/12/2023,,Debit,-10.2,,51800946,Panda Express,Restaurants & Dining,Debit Card,319.12,,Debit Card purchase PANDA EXPRESS #1479 5814 LOS LUNAS NM
,1/11/2023,,Debit,-4.22,,51800945,Walmart,Shopping,Debit Card,329.32,,POS Card purchase WAL-MART SUPER CENTER 5411 3596 WAL-SAMS LOS LUNAS NM
,1/10/2023,,Debit,-21.41,,51701314,El Parasol,Restaurants & Dining,Debit Card,333.54,,Debit Card purchase EL PARASOL 5812 ESPANOLA NM
,1/10/2023,,Debit,-9.12,,51701312,McDonald's,Restaurants & Dining,Debit Card,354.95,,POS Card purchase MCDONALD'S F36782 5814 1401 N RIVERSIDE DR ESPANOLA NM
,1/10/2023,,Debit,-26.09,,51701311,AutoZone,Automotive Expenses,Debit Card,364.07,,POS Card purchase AUTOZONE 2520 5533 1331 N RIVERSIDE D ESPANOLA NM
,1/10/2023,,Debit,-19.99,,51701313,Payment to Comcast,Cable & Satellite,,390.16,,Bill payment Withdrawal COMCAST CABLE COMM 4899 800-COMCAST CO
,1/9/2023,,Credit,325,,51652883,ATM Deposit CU ANYTIME XX 1720 N RIVERSIDE DR ESPANOLA NM,Deposits,,410.15,,ATM Deposit CU ANYTIME 6011 1720 N RIVERSIDE DR ESPANOLA NM
,1/9/2023,,Debit,-5.09,,51652882,Phillips 66,Gasoline/Fuel,Debit Card,85.15,,Debit Card purchase PHILLIPS 66 - MALHI C STO 5541 ESPANOLA NM
,1/7/2023,,Debit,-26.35,,51593401,Walmart,Shopping,Debit Card,90.24,,POS Card purchase WAL-MART #2656 5411 1610 NO. RIVERSIDE DRIV ESPANOLA NM
,1/7/2023,,Credit,112.99,,51593402,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY,Transfers,,116.59,,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY
,1/7/2023,,Debit,-12.54,,51529537,Food King,Groceries,Debit Card,3.6,,Debit Card purchase FOOD KING #93 5411 ESPANOLA NM
,1/3/2023,,Debit,-38.06,,51311604,Big 5 Sporting Goods,Shopping,Debit Card,16.14,,Debit Card purchase BIG 5 SPORTING GOODS 499 5941 ESPANOLA NM
,1/3/2023,,Debit,-43.51,,51311603,Big 5 Sporting Goods,Shopping,Debit Card,54.2,,Debit Card purchase BIG 5 SPORTING GOODS 499 5941 ESPANOLA NM
,1/2/2023,,Debit,-80,,51271662,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,97.71,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,1/2/2023,,Debit,-18,,51254219,Walmart,Shopping,Debit Card,177.71,,POS Card purchase WAL-MART SUPER CENTER 5411 2656 WAL-SAMS ESPANOLA NM
,1/2/2023,,Credit,210,,51254220,ATM Deposit CU ANYTIME XX 1720 N RIVERSIDE DR ESPANOLA NM,Deposits,,195.71,,ATM Deposit CU ANYTIME 6011 1720 N RIVERSIDE DR ESPANOLA NM
,12/31/2022,,Debit,-61.51,,51212683,OHKAY TRAVEL CENTER 5542 OHKAY OWINGEH NM,Travel & Commute,Debit Card,-14.29,,Debit Card purchase OHKAY TRAVEL CENTER 5542 OHKAY OWINGEH NM
,12/29/2022,,Debit,-10.2,,51091150,Chevron,Gasoline/Fuel,Debit Card,47.22,,Debit Card purchase CHEVRON 0208520 5542 HERNANDEZ NM
,12/29/2022,,Debit,-350,,51071741,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,57.42,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,12/29/2022,,Credit,147.38,,51071660,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY,Transfers,,407.42,,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY
,12/29/2022,,Debit,-6,,51070628,Dollar General,Shopping,Debit Card,260.04,,POS Card purchase DOLLAR GENERAL # DG 14151 5310 HERNANDEZ NM
,12/29/2022,,Debit,-61.61,,51070625,Walmart,Shopping,Debit Card,266.04,,POS Card purchase WAL-MART #2656 5411 1610 N RIVERSIDE DR ESPANOLA NM
,12/28/2022,,Debit,-10.11,,51070627,Lowes Fuel,Automotive Expenses,Debit Card,327.65,,POS Card purchase LOWES FUEL 5542 930 N RIVERSIDE DR US ESPANOLA NM
,12/28/2022,,Credit,280,,51070626,ATM Deposit CU ANYTIME XX 1720 N RIVERSIDE DR ESPANOLA NM,Deposits,,337.76,,ATM Deposit CU ANYTIME 6011 1720 N RIVERSIDE DR ESPANOLA NM
,12/24/2022,,Debit,-32.84,,51014680,Walmart,Shopping,Debit Card,57.76,,POS Card purchase WM SUPERCENTER #2656 5411 WAL-MART SUPER CENTER ESPANOLA NM
,12/24/2022,,Debit,-9.4,,51014679,McDonald's,Restaurants & Dining,Debit Card,90.6,,POS Card purchase MCDONALD'S F36782 5814 1401 N RIVERSIDE DR ESPANOLA NM
,12/24/2022,,Credit,100,,50847700,ATM Deposit CU ANYTIME XX 1720 N RIVERSIDE DR ESPANOLA NM,Deposits,,100,,ATM Deposit CU ANYTIME 6011 1720 N RIVERSIDE DR ESPANOLA NM
,12/20/2022,,Debit,-12.35,,50625297,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,0,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,12/20/2022,,Credit,12,,50625221,ATM Deposit CU ANYTIME XX 1907 N RIVERSIDE DR ESPANOLA NM,Deposits,,12.35,,ATM Deposit CU ANYTIME 6011 1907 N RIVERSIDE DR ESPANOLA NM
,12/19/2022,,Debit,-54,,50600195,Online banking Withdrawal Transfer to LXX00 - Credit Card,Credit Card Payments,Transfer,0.35,,Online banking Withdrawal Transfer to L0100 - Credit Card Payment
,12/19/2022,,Debit,-20.14,,50600151,Phillips 66,Gasoline/Fuel,Debit Card,54.35,,Debit Card purchase PHILLIPS 66 - SANDIA FUEL 5542 BERNALILLO NM
,12/19/2022,,Debit,-10.82,,50600150,Planet Fitness,Personal Care & Fitness,,74.49,,ACH Withdrawal COMPANY: PLANET FIT ENTRY: CLUB FEES 575-522-7867 ISAIAH MALCOM
,12/19/2022,,Debit,-20.85,,50600148,Starbucks,Restaurants & Dining,Debit Card,85.31,,Debit Card purchase STARBUCKS STORE 11645 5814 LAS CRUCES NM
,12/19/2022,,Debit,-23.56,,50600149,Jimmy John's,Restaurants & Dining,Debit Card,106.16,,Debit Card purchase JIMMY JOHNS - 1912 5814 LAS CRUCES NM
,12/18/2022,,Debit,-4.62,,50600147,Walmart,Shopping,Debit Card,129.72,,POS Card purchase WAL-MART SUPER CENTER 5411 4601 WAL-SAMS LAS CRUCES NM
,12/18/2022,,Debit,-5.18,,50526645,Speedway,Gasoline/Fuel,Debit Card,134.34,,Debit Card purchase SPEEDWAY 09128 1685 E. UN 5542 LAS CRUCES NM
,12/18/2022,,Debit,-6.59,,50526644,Natural Grocers,Groceries,Debit Card,139.52,,Debit Card purchase NATURAL GROCERS LS 5411 LAS CRUCES NM
,12/18/2022,,Debit,-24.87,,50526643,TST* MATTEOS MEXICAN FOO 5812 LAS CRUCES NM,Restaurants & Dining,Debit Card,146.11,,Debit Card purchase TST* MATTEOS MEXICAN FOO 5812 LAS CRUCES NM
,12/17/2022,,Debit,-10.8,,50526642,Amazon,Shopping,Debit Card,170.98,,Debit Card purchase AMZN RENTAL EXTENSION 5942 AMZN.COM/BILL WA
,12/17/2022,,Debit,-23.84,,50526641,Walgreens,Healthcare & Pharmacy,Debit Card,181.78,,POS Card purchase WALGREENS STORE 2700 W PI 5912 LAS CRUCES NM
